target,feature,frequency_band,brain_region,feature_measure,mean_difference,cohen_d,abs_cohen_d_clean,p_value,p_fdr,fdr_significant_clean,target_direction,target_direction_consistency,target_robustness_class,subject_vs_statistical_direction,evidence_class,effect_strength_v1,scientific_priority_score_v2,scientific_rank_v2,scientific_interpretation_v1
correct,alpha_beta_central_ratio,alpha,central,ratio,1.0588167279465992,0.1583539341510638,0.1583539341510638,2.29537880609731e-10,2.7374404943671806e-09,True,positive,0.7647058823529411,moderate,agreement,strong_replicated,negligible,8.158354,1,high_priority; alpha-band; central-region; positive; negligible-effect
correct,beta_occipital,beta,occipital,regional_power,0.03696126697373,0.0689181029967217,0.0689181029967217,0.009252837907202,0.0140042952109003,True,positive,0.5882352941176471,weak,agreement,moderate_replicated,negligible,7.068918,19,replicated_candidate; beta-band; occipital-region; positive; negligible-effect
correct,theta_alpha_parietal_ratio,theta,parietal,ratio,0.0862189671251065,0.0563982204593509,0.0563982204593509,0.0348835632970131,0.0488369886158184,True,positive,0.5882352941176471,weak,agreement,moderate_replicated,negligible,7.056398,20,replicated_candidate; theta-band; parietal-region; positive; negligible-effect
correct,theta_alpha_occipital_ratio,theta,occipital,ratio,0.1631099213552205,0.056103224729366,0.056103224729366,0.0195717891216527,0.0288426366003303,True,positive,0.5882352941176471,weak,agreement,moderate_replicated,negligible,7.056103,21,replicated_candidate; theta-band; occipital-region; positive; negligible-effect
correct,gamma_temporal,gamma,temporal,regional_power,0.0824967064193827,0.2249658894032735,0.2249658894032735,2.147591775797726e-24,4.008837981489088e-23,True,negative,0.5882352941176471,weak,disagreement,significant_but_inconsistent,small,5.224966,22,statistically_supported_but_inconsistent; gamma-band; temporal-region; negative; small-effect
correct,beta_temporal,beta,temporal,regional_power,0.1063339822220392,0.2171282757930247,0.2171282757930247,1.576156117433395e-25,4.4132371288135055e-24,True,positive,0.5294117647058824,mixed,agreement,significant_but_inconsistent,small,5.217128,23,statistically_supported_but_inconsistent; beta-band; temporal-region; positive; small-effect
correct,theta_rel,theta,global,relative_power,0.0247383786040161,0.1940892963849802,0.1940892963849802,5.104154664632964e-10,4.763877686990766e-09,True,positive,0.5294117647058824,mixed,agreement,significant_but_inconsistent,negligible,5.194089,24,statistically_supported_but_inconsistent; theta-band; global-region; positive; negligible-effect
correct,alpha_central,alpha,central,regional_power,0.2913718051586234,0.1548613622822838,0.1548613622822838,6.738738423844696e-09,4.1929927970589225e-08,True,positive,0.5294117647058824,mixed,agreement,significant_but_inconsistent,negligible,5.154861,25,statistically_supported_but_inconsistent; alpha-band; central-region; positive; negligible-effect
correct,theta_frontoparietal_ratio,theta,frontoparietal,ratio,-0.095871240909116,-0.1436826853394754,0.1436826853394754,3.543647850067478e-05,0.0001240276747523,True,negative,0.5294117647058824,mixed,agreement,significant_but_inconsistent,negligible,5.143683,26,statistically_supported_but_inconsistent; theta-band; frontoparietal-region; negative; negligible-effect
correct,delta_frontoparietal_diff,delta,frontoparietal,difference,-1.5195109433680205,-0.1362394741852295,0.1362394741852295,0.0014195169546128,0.0029074766612216,True,positive,0.7058823529411765,moderate,disagreement,significant_but_inconsistent,negligible,5.136239,27,statistically_supported_but_inconsistent; delta-band; frontoparietal-region; positive; negligible-effect
correct,delta_central,delta,central,regional_power,-0.3607989816160346,-0.1334880864554219,0.1334880864554219,0.0009206806685264,0.0020622242878812,True,positive,0.5294117647058824,mixed,disagreement,significant_but_inconsistent,negligible,5.133488,28,statistically_supported_but_inconsistent; delta-band; central-region; positive; negligible-effect
correct,delta_abs,delta,global,absolute_power,-1.443957583598896,-0.1317639434412088,0.1317639434412088,0.0035686951792311,0.0058778508834395,True,positive,0.6470588235294118,weak,disagreement,significant_but_inconsistent,negligible,5.131764,29,statistically_supported_but_inconsistent; delta-band; global-region; positive; negligible-effect
correct,gamma_parietal,gamma,parietal,regional_power,0.0135698623330476,0.1242595828151386,0.1242595828151386,1.896396451502325e-08,1.0619820128413021e-07,True,negative,0.5882352941176471,weak,disagreement,significant_but_inconsistent,negligible,5.12426,30,statistically_supported_but_inconsistent; gamma-band; parietal-region; negative; negligible-effect
correct,delta_parietal,delta,parietal,regional_power,-0.7315767031354068,-0.1212282540480741,0.1212282540480741,0.0023902415828268,0.0041829227699469,True,positive,0.6470588235294118,weak,disagreement,significant_but_inconsistent,negligible,5.121228,31,statistically_supported_but_inconsistent; delta-band; parietal-region; positive; negligible-effect
correct,gamma_occipital,gamma,occipital,regional_power,0.0132401140095298,0.1047373741240041,0.1047373741240041,5.505991443534681e-05,0.0001541677604189,True,negative,0.6470588235294118,weak,disagreement,significant_but_inconsistent,negligible,5.104737,32,statistically_supported_but_inconsistent; gamma-band; occipital-region; negative; negligible-effect
correct,alpha_abs,alpha,global,absolute_power,0.2737862285941788,0.1011715846421198,0.1011715846421198,0.0014537383306108,0.0029074766612216,True,negative,0.5882352941176471,weak,disagreement,significant_but_inconsistent,negligible,5.101172,33,statistically_supported_but_inconsistent; alpha-band; global-region; negative; negligible-effect
correct,alpha_frontal,alpha,frontal,regional_power,0.1761544002949546,0.099496406033894,0.099496406033894,0.0015796926762239,0.0029946881408546,True,negative,0.6470588235294118,weak,disagreement,significant_but_inconsistent,negligible,5.099496,34,statistically_supported_but_inconsistent; alpha-band; frontal-region; negative; negligible-effect
correct,theta_frontoparietal_diff,theta,frontoparietal,difference,-0.3007786594133896,-0.0980979543414767,0.0980979543414767,0.0001270764127851,0.000323467232544,True,negative,0.5294117647058824,mixed,agreement,significant_but_inconsistent,negligible,5.098098,35,statistically_supported_but_inconsistent; theta-band; frontoparietal-region; negative; negligible-effect
correct,delta_theta_ratio,delta,global,ratio,-1.1145766762746154,-0.0968475666364546,0.0968475666364546,4.709187374955531e-05,0.0001465080516652,True,positive,0.5294117647058824,mixed,disagreement,significant_but_inconsistent,negligible,5.096848,36,statistically_supported_but_inconsistent; delta-band; global-region; positive; negligible-effect
correct,alpha_beta_occipital_ratio,alpha,occipital,ratio,0.9078951350575944,0.078030347565542,0.078030347565542,0.0040576913265373,0.0064923061224597,True,positive,0.5294117647058824,mixed,agreement,significant_but_inconsistent,negligible,5.07803,37,statistically_supported_but_inconsistent; alpha-band; occipital-region; positive; negligible-effect
correct,beta_central,beta,central,regional_power,0.0159778114775971,0.0771164318879058,0.0771164318879058,0.0032417313755826,0.0055011199100795,True,negative,0.5294117647058824,mixed,disagreement,significant_but_inconsistent,negligible,5.077116,38,statistically_supported_but_inconsistent; beta-band; central-region; negative; negligible-effect
correct,delta_frontoparietal_ratio,delta,frontoparietal,ratio,-0.069527851805583,-0.0574309172897982,0.0574309172897982,0.0319909720903931,0.0459357547964619,True,positive,0.6470588235294118,weak,disagreement,significant_but_inconsistent,negligible,5.057431,39,statistically_supported_but_inconsistent; delta-band; frontoparietal-region; positive; negligible-effect
correct,alpha_frontoparietal_diff,alpha,frontoparietal,difference,-0.2457983468651301,-0.0643057311497376,0.0643057311497376,0.0403220684217714,0.0550740446736389,False,negative,0.5294117647058824,mixed,agreement,non_significant_agreement,negligible,3.064306,40,directional_candidate; alpha-band; frontoparietal-region; negative; negligible-effect
correct,alpha_frontoparietal_ratio,alpha,frontoparietal,ratio,-0.0200598330384644,-0.0512989091636434,0.0512989091636434,0.0868031339206567,0.115737511894209,False,negative,0.7058823529411765,moderate,agreement,non_significant_agreement,negligible,3.051299,41,directional_candidate; alpha-band; frontoparietal-region; negative; negligible-effect
correct,gamma_rel,gamma,global,relative_power,-0.0012532810482517,-0.0383588679762054,0.0383588679762054,0.258524798658871,0.3147258418455821,False,negative,0.5882352941176471,weak,agreement,non_significant_agreement,negligible,3.038359,42,directional_candidate; gamma-band; global-region; negative; negligible-effect
correct,beta_rel,beta,global,relative_power,-0.0015474107262714,-0.0341803801682514,0.0341803801682514,0.2959002353491021,0.352561982543611,False,negative,0.5882352941176471,weak,agreement,non_significant_agreement,negligible,3.03418,43,directional_candidate; beta-band; global-region; negative; negligible-effect
correct,gamma_frontal,gamma,frontal,regional_power,-0.0095864648697016,-0.0266857335426586,0.0266857335426586,0.6197868914981668,0.6941613184779467,False,negative,0.6470588235294118,weak,agreement,non_significant_agreement,negligible,3.026686,44,directional_candidate; gamma-band; frontal-region; negative; negligible-effect
correct,delta_occipital,delta,occipital,regional_power,0.4761461561323274,0.0174660790826604,0.0174660790826604,0.2524430963874046,0.314151408837659,False,positive,0.6470588235294118,weak,agreement,non_significant_agreement,negligible,3.017466,45,directional_candidate; delta-band; occipital-region; positive; negligible-effect
correct,theta_alpha_ratio,theta,global,ratio,0.0160163635110861,0.0112119990113349,0.0112119990113349,0.7071266167373033,0.7615209718709419,False,positive,0.5882352941176471,weak,agreement,non_significant_agreement,negligible,3.011212,46,directional_candidate; theta-band; global-region; positive; negligible-effect
correct,theta_alpha_temporal_ratio,theta,temporal,ratio,-0.0099048116899713,-0.0050391154361881,0.0050391154361881,0.858846343090904,0.8906554669090857,False,negative,0.5882352941176471,weak,agreement,non_significant_agreement,negligible,3.005039,47,directional_candidate; theta-band; temporal-region; negative; negligible-effect
correct,theta_alpha_central_ratio,theta,central,ratio,0.0011671837226672,0.0007727739828918,0.0007727739828918,0.9790552018633376,0.9790552018633376,False,positive,0.6470588235294118,weak,agreement,non_significant_agreement,negligible,3.000773,48,directional_candidate; theta-band; central-region; positive; negligible-effect
correct,gamma_abs,gamma,global,absolute_power,0.0129560515684556,0.0602417604193382,0.0602417604193382,0.1825671508665955,0.2323581920120306,False,negative,0.5882352941176471,weak,disagreement,weak_or_unresolved,negligible,1.060242,49,weak_or_unresolved; gamma-band; global-region; negative; negligible-effect
correct,delta_temporal,delta,temporal,regional_power,-0.2506245280249448,-0.0329228639910991,0.0329228639910991,0.1658996761992047,0.2160553922594293,False,positive,0.6470588235294118,weak,disagreement,weak_or_unresolved,negligible,1.032923,50,weak_or_unresolved; delta-band; temporal-region; positive; negligible-effect
correct,alpha_occipital,alpha,occipital,regional_power,0.3252131024252485,0.0299271492552854,0.0299271492552854,0.3829604093532675,0.4467871442454787,False,negative,0.5882352941176471,weak,disagreement,weak_or_unresolved,negligible,1.029927,51,weak_or_unresolved; alpha-band; occipital-region; negative; negligible-effect
correct,gamma_central,gamma,central,regional_power,0.0032240221168111,0.0205134634057944,0.0205134634057944,0.4041177145675652,0.4618488166486459,False,negative,0.6470588235294118,weak,disagreement,weak_or_unresolved,negligible,1.020513,52,weak_or_unresolved; gamma-band; central-region; negative; negligible-effect
correct,theta_alpha_frontal_ratio,theta,frontal,ratio,-0.0279890214491596,-0.0139376584825778,0.0139376584825778,0.6469435330429169,0.7103693696157518,False,positive,0.5882352941176471,weak,disagreement,weak_or_unresolved,negligible,1.013938,53,weak_or_unresolved; theta-band; frontal-region; positive; negligible-effect
correct,alpha_beta_temporal_ratio,alpha,temporal,ratio,-0.0317793366853029,-0.0064357181233943,0.0064357181233943,0.8463230204581924,0.8906554669090857,False,positive,0.5882352941176471,weak,disagreement,weak_or_unresolved,negligible,1.006436,54,weak_or_unresolved; alpha-band; temporal-region; positive; negligible-effect
correct,beta_frontal,beta,frontal,regional_power,0.0025680976926206,0.0057740734374395,0.0057740734374395,0.8857713755598634,0.901876309660952,False,negative,0.5294117647058824,mixed,disagreement,weak_or_unresolved,negligible,1.005774,55,weak_or_unresolved; beta-band; frontal-region; negative; negligible-effect
remember,gamma_occipital,gamma,occipital,regional_power,0.0153329162954944,0.121482354178585,0.121482354178585,3.35180940230506e-19,1.877013265290833e-17,True,positive,0.5909090909090909,weak,agreement,moderate_replicated,negligible,7.121482,1,replicated_candidate; gamma-band; occipital-region; positive; negligible-effect
remember,gamma_parietal,gamma,parietal,regional_power,0.0067033358779924,0.0613886340082469,0.0613886340082469,5.698171508295299e-06,6.381952089290735e-05,True,positive,0.6363636363636364,weak,agreement,moderate_replicated,negligible,7.061389,2,replicated_candidate; gamma-band; parietal-region; positive; negligible-effect
remember,gamma_frontoparietal_ratio,gamma,frontoparietal,ratio,-0.2465378010723733,-0.0472393923056144,0.0472393923056144,0.0006925253745596,0.0043090467750375,True,negative,0.5909090909090909,weak,agreement,moderate_replicated,negligible,7.047239,3,replicated_candidate; gamma-band; frontoparietal-region; negative; negligible-effect
remember,delta_parietal,delta,parietal,regional_power,-0.2250862982627182,-0.0372919849166802,0.0372919849166802,0.0071717881161978,0.0286871524647912,True,negative,0.5909090909090909,weak,agreement,moderate_replicated,negligible,7.037292,4,replicated_candidate; delta-band; parietal-region; negative; negligible-effect
remember,gamma_central,gamma,central,regional_power,0.0055102751278641,0.0350651750312705,0.0350651750312705,0.0080010367839997,0.0298705373269322,True,positive,0.6363636363636364,weak,agreement,moderate_replicated,negligible,7.035065,5,replicated_candidate; gamma-band; central-region; positive; negligible-effect
remember,theta_temporal,theta,temporal,regional_power,-0.1777613758745846,-0.0649411751065834,0.0649411751065834,4.268751359626459e-06,6.358390947165893e-05,True,positive,0.5454545454545454,mixed,disagreement,significant_but_inconsistent,negligible,5.064941,6,statistically_supported_but_inconsistent; theta-band; temporal-region; positive; negligible-effect
remember,theta_parietal,theta,parietal,regional_power,-0.3370532596592301,-0.064341317636975,0.064341317636975,4.541707819404209e-06,6.358390947165893e-05,True,positive,0.5909090909090909,weak,disagreement,significant_but_inconsistent,negligible,5.064341,7,statistically_supported_but_inconsistent; theta-band; parietal-region; positive; negligible-effect
remember,theta_frontoparietal_diff,theta,frontoparietal,difference,0.1770006101954757,0.0577387196849785,0.0577387196849785,4.1216872725643394e-05,0.000384690812106,True,positive,0.5454545454545454,mixed,agreement,significant_but_inconsistent,negligible,5.057739,8,statistically_supported_but_inconsistent; theta-band; frontoparietal-region; positive; negligible-effect
remember,theta_abs,theta,global,absolute_power,-0.1930376038406147,-0.0564929984650997,0.0564929984650997,5.492116142896659e-05,0.0004393692914317,True,positive,0.5909090909090909,weak,disagreement,significant_but_inconsistent,negligible,5.056493,9,statistically_supported_but_inconsistent; theta-band; global-region; positive; negligible-effect
remember,theta_central,theta,central,regional_power,-0.1245452053242046,-0.0544767857481047,0.0544767857481047,9.774796859885116e-05,0.0006842357801919,True,positive,0.5454545454545454,mixed,disagreement,significant_but_inconsistent,negligible,5.054477,10,statistically_supported_but_inconsistent; theta-band; central-region; positive; negligible-effect
remember,delta_temporal,delta,temporal,regional_power,-0.3563561735405196,-0.0468236166143879,0.0468236166143879,0.0010835745515582,0.0055163795352057,True,positive,0.5909090909090909,weak,disagreement,significant_but_inconsistent,negligible,5.046824,11,statistically_supported_but_inconsistent; delta-band; temporal-region; positive; negligible-effect
remember,theta_beta_ratio,theta,global,ratio,-0.3424385498736004,-0.0461622866138733,0.0461622866138733,0.0009544401757373,0.0053448649841291,True,positive,0.5909090909090909,weak,disagreement,significant_but_inconsistent,negligible,5.046162,12,statistically_supported_but_inconsistent; theta-band; global-region; positive; negligible-effect
remember,alpha_beta_central_ratio,alpha,central,ratio,-0.2817822470669995,-0.0421266841185034,0.0421266841185034,0.0024482557392684,0.0114251934499194,True,mixed,0.5,mixed,not_available,significant_but_inconsistent,negligible,5.042127,13,statistically_supported_but_inconsistent; alpha-band; central-region; mixed; negligible-effect
remember,alpha_central,alpha,central,regional_power,-0.0777916514710383,-0.0413306165575085,0.0413306165575085,0.0030543896486902,0.013157370794358,True,negative,0.5454545454545454,mixed,agreement,significant_but_inconsistent,negligible,5.041331,14,statistically_supported_but_inconsistent; alpha-band; central-region; negative; negligible-effect
remember,delta_theta_ratio,delta,global,ratio,-0.4211713678033959,-0.0365942103721929,0.0365942103721929,0.0151063015481599,0.0528720554185598,False,negative,0.5909090909090909,weak,agreement,non_significant_agreement,negligible,3.036594,15,directional_candidate; delta-band; global-region; negative; negligible-effect
remember,beta_rel,beta,global,relative_power,0.0014700022763138,0.032473857696238,0.032473857696238,0.0189587810174144,0.0624524551161886,False,positive,0.5454545454545454,mixed,agreement,non_significant_agreement,negligible,3.032474,16,directional_candidate; beta-band; global-region; positive; negligible-effect
remember,delta_central,delta,central,regional_power,-0.0850755417405622,-0.0314666493462431,0.0314666493462431,0.0239098250012463,0.0704710631615681,False,negative,0.5454545454545454,mixed,agreement,non_significant_agreement,negligible,3.031467,17,directional_candidate; delta-band; central-region; negative; negligible-effect
remember,gamma_temporal,gamma,temporal,regional_power,0.0114701590569815,0.0312448118356394,0.0312448118356394,0.0223696440057502,0.0695944480178895,False,positive,0.5909090909090909,weak,agreement,non_significant_agreement,negligible,3.031245,18,directional_candidate; gamma-band; temporal-region; positive; negligible-effect
remember,beta_central,beta,central,regional_power,0.0062002185686043,0.0299242403666285,0.0299242403666285,0.0279402813102452,0.075235628328045,False,positive,0.5909090909090909,weak,agreement,non_significant_agreement,negligible,3.029924,19,directional_candidate; beta-band; central-region; positive; negligible-effect
remember,gamma_abs,gamma,global,absolute_power,0.0061325332000337,0.0285148435528455,0.0285148435528455,0.0358640064715279,0.091290198291162,False,positive,0.5909090909090909,weak,agreement,non_significant_agreement,negligible,3.028515,20,directional_candidate; gamma-band; global-region; positive; negligible-effect
remember,alpha_rel,alpha,global,relative_power,0.0034309465301826,0.0253251429847427,0.0253251429847427,0.0669841143318217,0.1534755902104805,False,positive,0.5454545454545454,mixed,agreement,non_significant_agreement,negligible,3.025325,21,directional_candidate; alpha-band; global-region; positive; negligible-effect
remember,beta_occipital,beta,occipital,regional_power,0.0124622517896336,0.0232360755883752,0.0232360755883752,0.0922045221861484,0.1912390089786783,False,positive,0.5909090909090909,weak,agreement,non_significant_agreement,negligible,3.023236,22,directional_candidate; beta-band; occipital-region; positive; negligible-effect
remember,delta_frontoparietal_diff,delta,frontoparietal,difference,-0.2501825786103073,-0.0224228531334693,0.0224228531334693,0.1087425474237535,0.2099856088182827,False,negative,0.5454545454545454,mixed,agreement,non_significant_agreement,negligible,3.022423,23,directional_candidate; delta-band; frontoparietal-region; negative; negligible-effect
remember,beta_temporal,beta,temporal,regional_power,0.0102360165548607,0.020879038033935,0.020879038033935,0.1285027390861878,0.226355094182684,False,positive,0.5909090909090909,weak,agreement,non_significant_agreement,negligible,3.020879,24,directional_candidate; beta-band; temporal-region; positive; negligible-effect
remember,theta_alpha_temporal_ratio,theta,temporal,ratio,-0.0404204162061454,-0.0205651245509221,0.0205651245509221,0.1370181478591047,0.2325156448518141,False,negative,0.5454545454545454,mixed,agreement,non_significant_agreement,negligible,3.020565,25,directional_candidate; theta-band; temporal-region; negative; negligible-effect
remember,theta_rel,theta,global,relative_power,-0.0025920982226814,-0.0203195364647338,0.0203195364647338,0.1436374049325956,0.2365792551830987,False,negative,0.5454545454545454,mixed,agreement,non_significant_agreement,negligible,3.02032,26,directional_candidate; theta-band; global-region; negative; negligible-effect
remember,theta_frontoparietal_ratio,theta,frontoparietal,ratio,0.0131054124356159,0.0196324079613274,0.0196324079613274,0.1537043961712343,0.2459270338739749,False,positive,0.5454545454545454,mixed,agreement,non_significant_agreement,negligible,3.019632,27,directional_candidate; theta-band; frontoparietal-region; positive; negligible-effect
remember,alpha_frontoparietal_diff,alpha,frontoparietal,difference,0.0684199667011435,0.0178989658652217,0.0178989658652217,0.1954331033736274,0.288006678655872,False,positive,0.5454545454545454,mixed,agreement,non_significant_agreement,negligible,3.017899,28,directional_candidate; alpha-band; frontoparietal-region; positive; negligible-effect
remember,beta_abs,beta,global,absolute_power,0.0058254016788378,0.0175784192476756,0.0175784192476756,0.2011402468825846,0.2888167647544805,False,positive,0.5454545454545454,mixed,agreement,non_significant_agreement,negligible,3.017578,29,directional_candidate; beta-band; global-region; positive; negligible-effect
remember,delta_occipital,delta,occipital,regional_power,0.4747954999468851,0.0174170614251832,0.0174170614251832,0.1946578866987924,0.288006678655872,False,positive,0.5454545454545454,mixed,agreement,non_significant_agreement,negligible,3.017417,30,directional_candidate; delta-band; occipital-region; positive; negligible-effect
remember,beta_parietal,beta,parietal,regional_power,0.00543485157311,0.0152807745495806,0.0152807745495806,0.2668674321697287,0.3558232428929716,False,positive,0.5454545454545454,mixed,agreement,non_significant_agreement,negligible,3.015281,31,directional_candidate; beta-band; parietal-region; positive; negligible-effect
remember,alpha_beta_parietal_ratio,alpha,parietal,ratio,-0.1230716605649302,-0.0150416495942942,0.0150416495942942,0.2773838336894282,0.3612440624792554,False,negative,0.5909090909090909,weak,agreement,non_significant_agreement,negligible,3.015042,32,directional_candidate; alpha-band; parietal-region; negative; negligible-effect
remember,theta_alpha_parietal_ratio,theta,parietal,ratio,-0.021540623757889,-0.014089596638575,0.014089596638575,0.3091238832305399,0.393430396838869,False,negative,0.5454545454545454,mixed,agreement,non_significant_agreement,negligible,3.01409,33,directional_candidate; theta-band; parietal-region; negative; negligible-effect
remember,beta_frontal,beta,frontal,regional_power,0.0049532286329431,0.0111369292690498,0.0111369292690498,0.4205666140016214,0.4906610496685583,False,positive,0.6818181818181818,moderate,agreement,non_significant_agreement,negligible,3.011137,34,directional_candidate; beta-band; frontal-region; positive; negligible-effect
remember,gamma_rel,gamma,global,relative_power,0.0002476360551346,0.0075791241470586,0.0075791241470586,0.5863761187607445,0.6195672198226734,False,positive,0.5454545454545454,mixed,agreement,non_significant_agreement,negligible,3.007579,35,directional_candidate; gamma-band; global-region; positive; negligible-effect
remember,gamma_frontal,gamma,frontal,regional_power,0.0004946483939569,0.001376924039651,0.001376924039651,0.9200093650043816,0.9318645678505734,False,positive,0.5454545454545454,mixed,agreement,non_significant_agreement,negligible,3.001377,36,directional_candidate; gamma-band; frontal-region; positive; negligible-effect
remember,delta_abs,delta,global,absolute_power,-0.3359921307783562,-0.0306508017913887,0.0306508017913887,0.0282133606230168,0.075235628328045,False,mixed,0.5,mixed,not_available,weak_or_unresolved,negligible,1.030651,37,weak_or_unresolved; delta-band; global-region; mixed; negligible-effect
remember,alpha_beta_occipital_ratio,alpha,occipital,ratio,-0.3011693679807816,-0.0258828177785306,0.0258828177785306,0.0608147860743522,0.1480707834853794,False,positive,0.5454545454545454,mixed,disagreement,weak_or_unresolved,negligible,1.025883,38,weak_or_unresolved; alpha-band; occipital-region; positive; negligible-effect
remember,alpha_temporal,alpha,temporal,regional_power,-0.0507766219419318,-0.0253811414745022,0.0253811414745022,0.0685158884868216,0.1534755902104805,False,positive,0.6818181818181818,moderate,disagreement,weak_or_unresolved,negligible,1.025381,39,weak_or_unresolved; alpha-band; temporal-region; positive; negligible-effect
